NRS_TRIP_CODE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NITRITE_UMOL_PER_L,NITRITE_FLAG,TCO2_UMOL_PER_KG,CARBON_FLAG,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,OXYGEN_UMOL_PER_L,OXYGEN_FLAG
NRSYON20160624,26,35.505,1,2.3,1,0,1,0.04,1,0.08,1,(null),9,1994.38,1,2309.07,1,(null),9
NRSMAI20160303,0,35.604,1,0,1,0.1,1,0.04,1,0,1,(null),0,2044.31,1,2334.51,1,241.5,1
NRSNSI20161116,30,35.595,1,1.3,0,3.3,0,0.45,0,1.34,0,(null),0,2082.37,1,2335.38,1,(null),9
NRSDAR20150803_19:32,10,34.864,1,5.4,1,0.1,1,0.33,1,0.07,1,(null),9,2011.47,1,2301.16,1,(null),9
NRSROT20150827,20,35.484,1,1.9,1,0,1,0.03,1,0.08,1,(null),9,2032.17,1,2328.84,1,(null),9
NRSROT20171103,46,35.733,1,2.1,0,1,0,0.14,0,0.11,0,(null),0,2081.88,1,2347.71,1,232,1
NRSDAR20170202_2130,19.5,32.969,0,2,0,1,0,0.22,0,0.2,0,(null),0,1914.72,1,2220.28,1,(null),9
NRSMAI20180301,10,35.561,0,0,1,0,1,0.08,1,0.02,1,0.01,1,2055.55,1,2337.66,1,247.3,1
NRSMAI20170104,75,35.184,1,2,0,4.9,0,0.41,0,0.01,0,(null),0,2100.83,1,2320.77,1,(null),9
NRSPHB20161030,25,35.619,1,0.7,0,0.8,0,0.19,0,0.35,0,(null),0,(null),9,(null),9,(null),9
NRSROT20170331,40,35.848,1,(null),9,(null),9,(null),9,(null),9,(null),9,2065.82,1,2343.48,1,(null),9
NRSNSI20170217,20,35.643,1,0.8,1,0.1,1,0.07,1,0.17,1,0.12,1,(null),9,(null),9,(null),9
NRSYON20170816,0,35.492,0,1.1,1,0,1,0.03,1,0,1,0.01,1,1996.07,1,2317.5,1,(null),9
NRSROT20170626,30,35.422,1,3.5,0,1,0,0.15,0,0.49,0,(null),0,(null),9,(null),9,(null),9
NRSYON20170528,0,35.293,1,1.1,1,0,1,0.03,1,0.05,1,0.06,1,1984.65,1,2296.47,1,(null),9
NRSPHB20170205,50,35.524,1,2.3,0,6.7,0,0.46,0,0,0,(null),0,(null),9,(null),9,(null),9
NRSMAI20170601,30,35.269,0,1.2,1,3.9,1,0.36,1,0.06,1,0.32,1,2093.56,1,2321.17,1,250.7,1
NRSMAI20170601,10,35.269,0,1.2,1,3.8,1,0.39,1,0.04,1,0.28,1,2092.53,1,2321.12,1,251.4,1
NRSMAI20170921,0,35.242,0,1,1,3.1,1,0.34,1,0.05,1,0.27,1,2101.67,1,2328.03,1,272.6,1
NRSMAI20171015,0,35.054,0,(null),9,(null),9,(null),9,(null),9,(null),9,2068.68,1,2316.36,1,300.9,1
NRSKAI20170518,30,35.902,0,0.4,1,0.1,1,0.07,1,0.09,1,0.03,1,2102.7,1,2362.93,1,(null),9
NRSROT20171123,40,35.64,1,1.9,0,0.3,0,0.12,0,0.22,0,(null),0,2053.68,1,2342.1,1,229.3,1
NRSNSI20190118,0,35.578,1,0,1,0.1,1,0.04,1,0.5,1,0.03,1,2003.57,1,2330.51,1,(null),9
NRSROT20200128,40,35.822,1,2,1,0.4,1,0.12,1,0.07,1,0.11,1,2075.67,1,2353.54,1,226.5,1
NRSMAI20190624,40,35.364,1,0.8,1,2.9,1,0.35,1,0,1,0.1,1,(null),9,(null),9,259,1
NRSMAI20190624,30,35.367,1,0.9,1,2.9,1,0.35,1,0,1,0.11,1,2105.28,1,2330.52,1,258.1,1
NRSPHB20191118,60,35.453,1,2.6,1,8.3,1,0.61,1,0,1,0.21,1,2108.56,1,2330.67,1,(null),9
NRSKAI20181204,0,35.627,1,0.2,1,0,1,0.14,1,0.78,1,0.01,1,2096.45,1,2349.14,1,(null),9
NRSKAI20181204,30,35.65,1,0.2,1,0,1,0.14,1,1.42,0,0.02,1,2096.24,1,2351.31,1,(null),9
NRSYON20190826,20,35.539,1,0.9,1,0,1,0.07,1,0,1,0.01,1,2012.45,1,2319.04,1,(null),9
NRSYON20190917,0,35.586,1,1,1,0,1,0.09,1,0,1,0.01,1,2010.86,1,2321.27,1,(null),9
NRSYON20180425,26,35.237,1,1.1,1,0,1,0,1,0.11,1,0,1,1967.08,1,2287.7,1,(null),9
NRSNSI20200122,20,35.349,1,0.3,1,0,1,0.06,1,(null),0,0.03,1,(null),9,(null),9,(null),9
NRSKAI20191127,30,35.818,1,0.5,1,0,1,0.12,1,0.18,1,0,1,2108.93,1,2357.54,1,(null),9
NRSNSI20190322,57,35.563,1,2.5,1,7.7,1,0.59,1,0.03,1,0.1,1,2102.71,1,2334.19,1,(null),9
NRSNSI20190527,30,35.585,1,1.4,1,4.5,1,0.4,1,1.05,1,0.19,1,2068.69,1,2334.05,1,(null),9
NRSNSI20190527,50,35.635,1,1.8,1,5.7,1,0.47,1,1.52,1,0.19,1,2084.7,1,2337.56,1,(null),9
NRSKAI20200204,50,36.34,1,0.3,1,0.1,1,0.12,1,0.17,1,0.05,1,2140.89,1,2389.11,1,(null),9
NRSPHB20181120,50,35.379,1,3.6,1,10.5,1,0.77,1,0.35,1,0.99,1,(null),9,(null),9,(null),9
NRSPHB20200520,60,(null),9,1,1,0.1,1,0.11,1,0.09,1,0.04,1,(null),9,(null),9,(null),9
NRSNSI20190416,20,35.163,1,0.5,1,0,1,0.02,1,0.55,1,0.04,1,(null),9,(null),9,(null),9
NRSKAI20190909,20,36.078,1,0.7,1,0.1,1,0.16,1,0.08,1,0.01,1,(null),9,(null),9,(null),9
NRSPHB20090223,75,35.39,1,4.3,1,10.1,1,0.78,1,0.03,1,(null),9,2121.9,1,2321.51,1,(null),9
NRSKAI20091215,20,35.725,1,0.4,1,0,1,0.1,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSROT20121019,10,35.391,1,1.9,1,0,1,0.01,1,0.02,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20120509,10,34.626,1,3.8,1,0.2,1,0.06,1,0.1,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20110517,50,35.494,1,0.6,1,0.5,1,0.15,1,0.5,1,(null),9,(null),9,(null),9,(null),9
NRSESP20090623,10,35.646,1,0.2,1,0.1,1,0.11,1,(null),0,(null),9,(null),9,(null),9,1.8,1
NRSPHB20091110,25,35.44,1,0.1,1,0.1,1,0.12,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSROT20101215,10,35.654,1,1.6,1,0,1,0.07,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20110223,20,(null),9,0,1,1,1,0.17,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20121017,20,35.034,1,0.1,1,2.2,1,0.33,1,0.2,1,(null),9,(null),9,(null),9,285.4,1
NRSNIN20130209,20,34.825,1,2.6,1,0,1,0.03,1,0.08,1,(null),9,1967.07,1,2283.8,1,(null),9
NRSMAI20120119,40,35.474,1,0.3,1,0.3,1,0.1,1,0.19,1,(null),9,(null),9,(null),9,246.4,1
NRSMAI20110407,75,35.207,1,0.6,1,2.9,1,0.3,1,0.59,1,(null),9,2074.44,1,2320.37,1,257.6,1
NRSKAI20120215,20,35.967,1,0,1,0,1,0.07,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20100505,20,35.515,1,1.2,1,1.5,1,0.25,1,0.27,1,(null),9,(null),9,(null),9,243.6,1
NRSMAI20120326,60,35.437,1,0.6,1,2.5,1,0.23,1,0.07,1,(null),9,(null),9,(null),9,231.9,1
NRSKAI20100112,105,35.319,1,(null),9,(null),9,(null),9,(null),9,(null),9,2201.17,4,2359.04,1,(null),9
NRSNSI20100916,0,35.486,1,0.4,1,0.3,1,0.23,1,1.02,1,(null),9,2008.08,1,2323.55,1,(null),9
NRSPHB20110914,0,35.628,1,0.1,1,0,1,0.08,1,0,1,(null),9,2037.47,1,2337.93,1,(null),9
NRSMAI20110118,82,35.015,1,1.8,1,6.8,1,0.57,1,0.2,1,(null),9,2102.11,1,2307.49,1,(null),9
NRSROT20130517,30,35.47,1,1.1,1,0.3,1,0.13,1,0.32,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20091006,57,(null),9,0.9,1,1.3,1,0.22,1,0.55,1,(null),9,2046.88,1,2327.35,1,(null),9
NRSPHB20110829,100,35.343,1,3,1,8,1,0.64,1,0.24,1,(null),9,2101.67,1,2320.58,1,(null),9
NRSNSI20131121,40,35.579,1,2.5,1,5.9,1,0.47,1,0.34,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20130806,40,35.534,1,2.3,1,5.7,1,0.42,1,0.12,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20130826,0,35.582,1,1.4,1,2,1,0.26,1,(null),9,(null),9,2056.24,1,2335.68,1,(null),9
NRSPHB20130826,10,35.587,1,1.5,1,2.5,1,0.26,1,(null),9,(null),9,(null),9,(null),9,(null),9
NRSMAI20130821,20,35.421,1,0.8,1,1.8,1,0.2,1,0.02,1,(null),9,(null),9,(null),9,263,1
NRSNSI20120806,57,35.537,1,2,1,5.3,1,0.43,1,0.19,1,(null),9,2062.02,1,2323.14,1,(null),9
NRSNSI20140404,0,(null),9,0.5,1,0.1,1,0.05,1,0.29,1,(null),9,1977.57,1,2308.99,1,(null),9
NRSNSI20140404,57,35.481,1,1.2,1,5.9,1,0.42,1,0.54,1,(null),9,2076.08,1,2327.11,1,(null),9
NRSDAR20121208_16:30,20,34.514,1,6.9,1,0.1,1,0.25,1,0.11,1,(null),9,1997.6,1,2288.42,1,(null),9
NRSPHB20150225,20,35.508,1,0.1,1,(null),9,0.11,1,0.12,1,(null),9,(null),9,(null),9,(null),9
NRSYON20140527,26,35.292,1,0.1,1,0.2,1,0.06,1,0.18,1,(null),9,1977.88,1,2300.03,1,(null),9
NRSKAI20150909,75,36.076,1,1,1,0.2,1,0.19,1,0.14,1,(null),9,2122.86,1,2368.04,1,(null),9
NRSNSI20130418,40,35.364,1,0.5,1,0.7,1,0.14,1,0.11,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20160209,85,35.184,1,12,1,0.7,1,0.13,1,0.21,1,(null),0,2126.76,1,2313.86,1,206.4,1
NRSMAI20160720,10,35.232,1,1,1,3.6,1,0.36,1,0.07,1,0.1,1,2097.93,1,2326.53,1,259.8,1
NRSYON20151203,20,35.457,1,1.5,1,0,1,0.08,1,0.03,1,(null),9,1994.69,1,2312.44,1,(null),9
NRSMAI20171217,40,35.384,1,1,1,2.5,1,0.26,1,0.21,1,0.43,1,(null),9,(null),9,242.2,1
NRSPHB20170321,75,35.369,1,3.4,1,9.8,1,0.7,1,0.03,1,0.11,1,2113.91,1,2322.17,1,(null),9
NRSMAI20180116,10,35.346,1,0.4,1,0.2,1,0.12,1,0.05,1,0.09,1,2059.25,1,2328.83,1,255.4,1
NRSPHB20170419,10,35.674,1,0.6,1,0,1,0.04,1,0.4,1,0.01,1,(null),9,(null),9,(null),9
NRSROT20170331,0,35.776,1,(null),9,(null),9,(null),9,(null),9,(null),9,2057.44,1,2344.01,1,(null),9
NRSMAI20170626,30,35.267,1,0.8,1,3.5,1,0.35,1,0.01,1,0.08,1,2103.33,1,2324.24,1,257.8,1
NRSPHB20170517,20,35.819,1,0.8,1,0.1,1,0.1,1,0.09,1,0.04,1,2038.59,1,2345.43,1,(null),9
NRSPHB20170614,60,35.724,1,0.8,1,0.7,1,0.15,1,0.1,1,0.16,1,2048.33,1,2342.7,1,(null),9
NRSROT20200304,0,36.005,1,1.5,1,0.1,1,0.07,1,0.06,1,0.03,1,(null),9,(null),9,219.1,1
NRSYON20200306,26,(null),9,2.4,1,0,1,0.06,1,0.07,1,0.01,1,(null),9,(null),9,(null),9
NRSYON20190917,26,35.591,1,1,1,0,1,0.09,1,0,1,0.01,1,2012.57,1,2322.74,1,(null),9
NRSMAI20191015,0,35.288,1,1.3,1,2.5,1,0.36,1,0.55,1,0.13,1,2090.2,1,2324.13,1,(null),9
NRSROT20200814,20,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSNSI20181115,20,(null),9,0,1,0,1,0.06,1,0.67,1,0.02,1,(null),9,(null),9,(null),9
NRSPHB20190408,100,35.341,1,4.7,1,10.8,1,0.85,1,0.09,1,0.22,1,2111.87,1,2330.75,1,(null),9
NRSKAI20200204,100,35.92,1,1.4,1,2.6,1,0.32,1,0.01,1,0.33,1,2144.46,1,2365.43,1,(null),9
NRSKAI20190909,100,36.187,1,0.8,1,0,1,0.13,1,0.14,1,0.03,1,2133.04,1,2376.24,1,(null),9
NRSYON20191107,10,36.116,1,1.8,1,0,1,0.08,1,(null),0,0.01,1,2044.15,1,2349.75,1,(null),9
NRSROT20191011,10,35.658,1,2,1,0,1,0.15,1,0.02,1,0.01,1,(null),9,(null),9,(null),9
NRSPHB20110829,30,35.521,1,1.2,1,3.8,1,0.34,1,0.26,1,(null),9,(null),9,(null),9,(null),9
NRSDAR20121208_23:30,10,34.523,1,6.6,1,0,1,0.25,1,0.07,1,(null),9,1994.55,1,2286.14,1,(null),9
NRSPHB20121218,100,35.366,1,4.9,1,9.2,1,0.78,1,0.06,1,(null),9,2121.58,1,2318.64,1,(null),9
NRSMAI20110812,40,35.2,1,0.5,1,4,1,0.34,1,0.01,1,(null),9,(null),9,(null),9,269.4,1
NRSNSI20091006,20,(null),9,0.1,1,0.1,1,0.07,1,0.27,1,(null),9,(null),9,(null),9,(null),9
NRSROT20120329,0,35.386,1,2,1,0,1,0.06,1,0.03,1,(null),9,2015.78,1,2316.08,1,(null),9
NRSNIN20111107,30,34.784,1,3.2,1,0.1,1,0.11,1,0.09,1,(null),9,(null),9,(null),9,(null),9
NRSDAR20120729_16:30,10,33.986,1,8.7,1,0,1,0.21,1,0.1,1,(null),9,1972.54,1,2288.06,1,(null),9
NRSPHB20100413,10,35.399,1,0.7,1,0,1,0.08,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20130209,30,34.828,1,2.6,1,0,1,0.05,1,0.1,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20100316,50,35.428,1,3.4,1,8.7,1,0.64,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20110619,100,35.512,1,1.9,1,5.5,1,0.45,1,0.41,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20090716,40,35.22,1,0.9,1,3,1,0.28,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20100609,25,35.287,1,0.8,1,0.9,1,0.02,1,0.31,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20130319,25,35.385,1,1,1,0.5,1,0.15,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSROT20130517,40,35.469,1,1.2,1,0.4,1,0.14,1,0.29,1,(null),9,2049.25,1,2325.66,1,(null),9
NRSROT20110622,0,35.162,1,2.3,1,0.2,1,0.07,1,0.07,1,(null),9,2001.28,1,2307.76,1,(null),9
NRSKAI20081211,100,35.902,1,(null),9,(null),9,(null),9,(null),9,(null),9,2117.32,1,2356.94,1,(null),9
NRSPHB20140120,30,35.581,1,0.9,1,3.6,1,0.34,1,0.03,1,(null),9,(null),9,(null),9,(null),9
NRSROT20140122,30,35.624,1,2.3,1,0.8,1,0.13,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20140623,10,35.44,1,0.3,1,0.1,1,0.09,1,0.18,1,(null),9,1995.91,1,2320.44,1,(null),9
NRSMAI20140619,40,35.334,1,0.7,1,2.7,1,0.28,1,0.25,1,(null),9,(null),9,(null),9,254.9,1
NRSROT20140624,46,35.146,1,1.7,1,0.2,1,0.09,1,0.12,1,(null),9,2006.55,1,2312.05,1,(null),9
NRSDAR20150203_00:30,20,33.2,1,8.8,1,2,1,0.45,1,0.19,1,(null),9,1955.43,1,2261.43,1,(null),9
NRSKAI20150909,100,36.157,1,1.4,1,0.3,1,0.18,1,0.2,1,(null),9,2128.32,1,2370.89,1,(null),9
NRSMAI20150526,85,35.313,1,1.7,1,3.5,1,0.36,1,0.13,1,(null),9,2092.17,1,2323.68,1,255.6,1
NRSNSI20151119,0,35.466,1,0.8,1,0,1,0.09,1,0,1,(null),9,2005.35,1,2319.02,1,(null),9
NRSYON20150618,10,35.772,1,1.5,1,0,1,0.07,1,0.08,1,(null),9,2004.04,1,2322.49,1,(null),9
NRSPHB20151215,50,(null),9,0.9,1,0.5,1,0.2,1,0.4,1,(null),9,(null),9,(null),9,(null),9
NRSROT20150827,47,35.469,1,1.8,1,0.5,1,0.07,1,0.15,1,(null),9,2042.7,1,2323.08,1,(null),9
NRSROT20150924,0,35.575,1,1.7,1,0,1,0.03,1,0.1,1,(null),9,2045.9,1,2335.05,1,(null),9
NRSPHB20170821,100,35.455,1,3.5,1,8,1,0.66,1,0.27,1,0.23,1,2103.69,1,2328.21,1,(null),9
NRSMAI20171217,60,35.22,1,2.7,1,7.2,1,0.59,1,0,1,0.14,1,(null),9,(null),9,226.5,0
NRSKAI20170518,10,35.892,0,0.5,1,0.1,1,0.07,1,0.15,1,0.03,1,2100.45,1,2362.93,1,(null),9
NRSNSI20170717,30,35.666,0,(null),9,(null),9,(null),9,(null),9,(null),9,2027.14,1,2337.58,1,(null),9
NRSNSI20180913,20,35.572,1,0.4,1,0,1,0.09,1,0.36,1,0.01,1,(null),9,(null),9,(null),9
NRSMAI20190925,0,35.085,1,0.4,1,2.8,1,0.37,1,0.13,1,0.2,1,2087.61,1,2317.66,1,295.3,1
NRSPHB20181218,30,35.448,1,2.7,1,6.8,1,0.56,1,0.63,1,1.13,1,(null),9,(null),9,(null),9
NRSNSI20090916,40,35.44,1,1,1,1.9,1,0.2,1,0.21,1,(null),9,(null),9,(null),9,(null),9
NRSROT20120727,10,35.244,1,2.3,1,0.1,1,0.06,1,0.12,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20090819,10,35.571,1,0.7,1,0.5,1,0.11,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSROT20111122,30,35.401,1,1.7,1,0.2,1,0.1,1,0.03,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20110829,20,35.528,1,0.8,1,1.5,1,0.2,1,0.43,1,(null),9,2041.86,1,2330.19,1,(null),9
NRSPHB20130227,50,35.345,1,4.2,1,8.9,1,0.78,1,0.24,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20121120,25,35.438,1,0,1,0.8,1,0.18,1,0.82,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20110407,60,35.271,1,(null),0,(null),0,(null),1,(null),9,(null),9,(null),9,(null),9,255.5,1
NRSNSI20100618,20,35.518,1,0,1,0,1,0.01,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20130528,30,35.408,1,0.6,1,2.4,1,0.28,1,0,1,(null),9,2096.37,1,2328.44,1,265.4,2
NRSYON20130719,20,35.098,1,1.4,1,0,1,0.07,1,0.06,1,(null),9,1975.97,1,2275.01,1,(null),9
NRSROT20131218,30,35.252,1,1.1,1,0,1,0.08,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20141201,20,35.939,1,0.1,1,0,1,0.09,1,0.05,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20140911,10,35.355,1,0.8,1,0.7,1,0.23,1,0.25,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20101115,40,35.48,1,0.5,1,0,1,0.04,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20091215,40,35.635,1,0.5,1,0.1,1,0.14,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20100520,40,35.239,1,0.6,1,0.2,1,0,1,0.11,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20120222,40,35.496,1,0.6,1,0.9,1,0.14,1,0.14,1,(null),9,(null),9,(null),9,235.8,1
NRSNSI20111116,20,35.574,1,0.6,1,4,1,0.11,1,0.17,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20100413,25,35.39,1,0.9,1,0.1,1,0.1,1,0.16,1,(null),9,(null),9,(null),9,(null),9
NRSESP20110818,10,35.376,1,0,1,0.1,1,0.05,1,(null),0,(null),9,(null),9,(null),9,1.3,1
NRSNIN20130806,10,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20100817,30,35.587,1,1,1,2.2,1,0.16,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20101001,20,35.039,1,1,1,4.4,1,0.38,1,0,1,(null),9,(null),9,(null),9,274.2,1
NRSNSI20101018,57,35.528,1,2.8,1,8.8,1,0.74,1,0.17,1,(null),9,2090.31,1,2326.59,1,(null),9
NRSNSI20110220,40,35.519,1,2.6,1,3.7,1,0.36,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSROT20111122,50,35.598,1,2.2,1,0.7,1,0.12,1,0.08,1,(null),9,2044.72,1,2338.18,1,(null),9
NRSPHB20090223,40,35.472,1,2.4,1,7,1,0.62,1,0.89,2,(null),9,2100.93,1,2325.36,1,(null),9
NRSKAI20091007,90,35.99,1,(null),9,(null),9,(null),9,(null),9,(null),9,2113.08,1,2358.24,1,(null),9
NRSKAI20111026,75,35.957,1,0.5,1,1.1,1,0.18,1,0.21,1,(null),9,2102.85,1,2358.19,1,(null),9
NRSKAI20111026,100,36.109,1,1.1,1,0.8,1,0.23,1,1.5,2,(null),9,2117.5,1,2361.67,1,(null),9
NRSKAI20111115,40,35.946,1,0.5,1,0.2,1,0.1,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20121112,40,35.043,1,1.1,1,0.9,1,0.29,1,0.22,1,(null),9,(null),9,(null),9,274.9,1
NRSMAI20130424,10,35.371,1,0.3,1,1.2,1,0.22,1,0.3,1,(null),9,2072.73,1,2327.53,1,218.5,1
NRSYON20120726,20,35.17,1,1,1,0.1,1,0.13,1,0.96,1,(null),9,1987.74,1,2283.58,1,(null),9
NRSKAI20100721,105,(null),9,1.2,1,0.8,1,0.13,1,0,1,(null),9,2106.85,1,2362.96,1,(null),9
NRSROT20120523,30,35.264,1,2.4,1,0.3,1,0.05,1,0.2,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20121017,85,35.104,1,1.1,1,5.2,1,0.54,1,0.54,2,(null),9,2102.57,1,2314.88,1,269.2,1
NRSPHB20121218,30,35.479,1,0.6,1,0,1,0.25,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20101110,0,35.373,1,0.3,1,0.2,1,0.17,1,0,1,(null),9,2027.97,1,2320.98,1,(null),9
NRSMAI20120412,75,35.412,1,0.6,1,1.7,1,0.23,1,0.09,1,(null),9,2078.3,1,2325.44,1,240,1
NRSPHB20100316,0,35.37,1,0.1,1,0,1,0.06,1,0,1,(null),9,1998.4,1,2317.87,1,(null),9
NRSPHB20110619,30,35.521,1,0.5,1,1,1,0.19,1,0.41,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20111117,30,35.379,1,1.1,1,1.7,1,0.24,1,0.35,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20110531,40,35.133,1,0.6,1,3.6,1,0.33,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20090819,75,35.521,1,2.4,1,6.1,1,0.45,1,0.05,1,(null),9,2090.39,1,2327.91,1,(null),9
NRSPHB20100119,75,35.415,1,6.4,1,11,1,0.92,1,0.4,1,(null),9,2134.73,1,2323.22,1,(null),9
NRSPHB20110420,75,35.537,1,1.4,1,6.7,1,0.46,1,0,1,(null),9,2089.16,1,2329.76,1,(null),9
NRSMAI20120412,0,35.413,1,0.6,1,1.6,1,0.22,1,0.08,1,(null),9,2076.28,1,2325.42,1,241.1,1
NRSYON20090909,20,35.153,1,0.6,1,0,1,0.07,1,0.12,1,(null),9,1984.03,1,2295.6,1,(null),9
NRSPHB20111018,40,35.338,1,2.1,1,4.3,1,0.38,1,0.31,1,(null),9,2074.81,1,2321.69,1,(null),9
NRSMAI20100615,10,35.248,1,0.7,1,2.8,1,0.23,1,0,1,(null),9,2091.54,1,2322.14,1,257.2,1
NRSNSI20110727,50,35.637,1,1.1,1,2.3,1,0.21,1,0.22,1,(null),9,2042.23,1,2330.06,1,(null),9
NRSNSI20100121,50,35.498,1,7.9,1,4.9,1,0.74,1,0.55,1,(null),9,2086.27,1,2316.74,1,(null),9
NRSKAI20090205,0,(null),9,0.3,1,0.2,1,0.35,1,0.51,1,(null),9,2083.73,1,2355.44,1,(null),9
NRSROT20100315,40,35.868,1,1.1,1,0.1,1,0.13,1,0.06,1,(null),9,2051.42,1,2347.26,1,(null),9
NRSPHB20090318,25,35.431,1,0,1,0.1,1,0.09,1,0,1,(null),9,2026.18,1,2321.54,1,(null),9
NRSMAI20100330,20,35.512,1,0.8,1,0.8,1,0.28,1,0.06,1,(null),9,(null),9,(null),9,239,1
NRSROT20111221,0,35.268,1,1.9,1,0,1,0.04,1,0.06,1,(null),9,2008.12,1,2309.3,1,(null),9
NRSROT20111020,50,35.313,1,2.3,1,0.8,1,0.11,1,0.16,1,(null),9,2024.67,1,2316.09,1,(null),9
NRSROT20100520,0,35.587,1,2.5,1,0.4,1,0.13,1,0.11,1,(null),9,2044.95,1,2340.06,1,(null),9
NRSNSI20110119,50,35.571,1,1.9,1,5.4,1,0.44,1,0.32,1,(null),9,2085.65,1,2332.45,1,(null),9
NRSKAI20111219,100,35.522,1,0.9,1,2.9,1,0.29,1,0.26,1,(null),9,2103.9,1,2338.5,1,(null),9
NRSMAI20090601,40,35.238,1,1.2,1,3.7,1,0.35,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20110123,30,(null),9,0,1,0.2,1,0,1,(null),9,(null),9,2098.71,1,2370.17,1,(null),9
NRSNSI20110606,10,35.346,1,0.7,1,0.1,1,0.06,1,0.12,1,(null),9,1989.58,1,2315.51,1,(null),9
NRSPHB20110717,100,35.286,1,3.6,1,12.1,1,0.77,1,0.61,2,(null),9,2112.76,1,2318.61,1,(null),9
NRSMAI20120724,82,35.34,1,1.8,1,3,1,0.17,1,0.1,1,(null),9,2097.5,1,2328.28,1,261.4,1
NRSPHB20120717,20,35.472,1,2.4,1,1.4,1,0.11,1,0.16,1,(null),9,2042.82,1,2326.62,1,(null),9
NRSROT20120523,10,35.243,1,2.4,1,0.1,1,0.04,1,0.13,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20121009,75,35.366,2,4.4,1,9.1,1,0.68,1,(null),9,(null),9,(null),9,(null),9,(null),9
NRSMAI20130129,10,35.12,1,0.4,1,0,1,0.21,1,0.29,1,(null),9,2049.23,1,2313.99,1,(null),9
NRSMAI20130313,85,35.189,1,2.1,1,5.7,1,0.56,1,0.11,1,(null),9,2100.01,1,2316.33,1,225.8,1
NRSPHB20121120,30,35.422,1,0.2,1,1.3,1,0.21,1,0.66,1,(null),9,(null),9,(null),9,(null),9
NRSESP20110512,0,35.564,1,(null),9,(null),9,(null),9,(null),9,(null),9,2030.54,1,2328.52,1,1.8,1
NRSESP20090623,40,35.638,1,0.1,1,0.1,1,0.11,1,(null),0,(null),9,2051.54,1,2341.19,1,1.8,1
NRSESP20101013,30,35.781,1,0,1,0.1,1,0.02,1,(null),0,(null),9,(null),9,(null),9,1.3,1
NRSMAI20110407,0,35.321,1,1.1,1,1.8,1,0.24,1,0.22,1,(null),9,2068.21,1,2321.31,1,255.2,1
NRSPHB20111206,30,35.474,1,0.4,1,0.1,1,0.1,1,0.44,1,(null),9,(null),9,(null),9,(null),9
