NRS_TRIP_CODE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NITRITE_UMOL_PER_L,NITRITE_FLAG,TCO2_UMOL_PER_KG,CARBON_FLAG,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,OXYGEN_UMOL_PER_L,OXYGEN_FLAG
NRSDAR20160724_0430,10,35.154,1,4.6,1,0.2,1,0.24,1,0.29,1,0.09,1,2031.26,1,2338.37,4,(null),9
NRSMAI20160927,75,35.139,1,1,1,3.1,1,0.4,1,0.56,1,0.37,1,2101.03,1,2324.87,1,261.8,1
NRSNSI20160623,50,35.634,1,2.2,0,4.8,0,0.36,0,0.04,0,(null),0,2075.64,1,2335.38,1,(null),9
NRSPHB20151013,75,35.575,1,1.3,1,4.4,1,0.39,1,0.08,1,(null),9,2078.79,1,2332.64,1,(null),9
NRSDAR20150803_22:30,0,34.9,1,5.6,1,0.1,1,0.33,1,0.04,1,(null),9,2014.79,1,2301.95,1,(null),9
NRSROT20150924,40,35.545,1,1.4,1,0.1,1,0.06,1,0.13,1,(null),9,2049.08,1,2331.47,1,(null),9
NRSROT20171103,0,35.555,1,1.2,0,0.2,0,0.12,0,0.04,0,(null),0,2063.54,1,2336.11,1,243.1,1
NRSPHB20170821,50,35.608,1,2,1,4.5,1,0.39,1,0.28,1,0.22,1,(null),9,(null),9,(null),9
NRSYON20170120,20,35.602,1,0.4,0,0,0,0.05,0,0.02,0,(null),0,1978.37,1,2319.84,1,(null),9
NRSYON20170120,0,35.658,0,0.7,0,0,0,0.03,0,0.08,0,(null),0,1982.48,1,2322.83,1,(null),9
NRSNSI20170829,20,35.608,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSKAI20170315,30,35.849,1,0.4,1,0,1,0.1,1,0.03,1,0.01,1,2108.1,1,2358.77,1,(null),9
NRSDAR20170715_0330,10,34.359,1,6,1,0.2,1,0.41,1,0.11,1,0.18,1,1987.31,1,2275.26,1,(null),9
NRSMAI20180301,85,35.362,1,2.5,1,6.7,1,0.55,1,0.02,1,0.21,1,2107.05,1,2326.58,1,211.7,1
NRSNSI20171219,20,35.484,1,0.5,1,0.1,1,0.05,1,0.04,1,0.04,1,(null),9,(null),9,(null),9
NRSMAI20170412,10,35.423,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,239.7,1
NRSNSI20180417,20,35.183,1,0.6,1,0,1,0.01,1,0.02,1,0.01,1,(null),9,(null),9,(null),9
NRSMAI20180605,30,35.506,0,1.1,1,2.9,1,0.3,1,0,1,0.45,1,2093.23,1,2334.82,1,251.3,1
NRSNSI20180320,0,35.282,1,0.6,1,0,1,0.03,1,0.02,1,0.01,1,1977.75,1,2311.57,1,(null),9
NRSPHB20170419,40,35.678,1,1.2,1,1.5,1,0.17,1,0.56,1,0.07,1,2041.33,1,2337.15,1,(null),9
NRSROT20170428,46,35.703,1,2.5,1,1,1,0.08,1,0.12,1,(null),0,2058.83,1,2344.63,1,(null),9
NRSNSI20170117,10,35.732,1,0.5,0,0,0,0.06,0,0.64,0,(null),0,2013.09,1,2336.73,1,(null),9
NRSMAI20170921,75,35.251,0,0.8,1,2.7,1,0.33,1,0.16,1,0.28,1,2103.44,1,2325.22,1,271.4,1
NRSNSI20170424,20,35.537,1,0.7,1,0,1,0.03,1,0.11,1,0,1,(null),9,(null),9,(null),9
NRSROT20180719,0,35.325,1,2.2,0,0,0,0.12,0,0.06,0,(null),0,2021.48,1,2320.13,1,225.2,1
NRSDAR20180730_2130,0,34.173,1,6.4,1,0.2,1,0.41,1,0.32,1,0.32,1,1995.63,1,2291.9,1,(null),9
NRSPHB20180626,30,35.688,1,0.7,1,1.3,1,0.12,1,0.04,1,0.37,1,(null),9,(null),9,(null),9
NRSPHB20180626,60,35.646,1,1.2,1,3.3,1,0.31,1,0.23,1,0.21,1,2073.27,1,2336.03,1,(null),9
NRSNSI20200917,57,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20190522,0,35.397,1,0.1,1,0.7,1,0.05,1,0.11,1,0.02,1,(null),9,(null),9,(null),9
NRSDAR20181030,15,35.031,1,6.9,1,0.2,1,0.33,1,1.01,1,0.11,1,2029.41,1,2323.17,1,(null),9
NRSROT20200520,30,35.811,1,2.3,1,0.7,1,0.08,1,0.07,1,0.06,1,(null),9,(null),9,(null),9
NRSPHB20191216,30,35.641,1,0.5,1,0,1,0.13,1,0.11,1,0.02,1,(null),9,(null),9,(null),9
NRSROT20180727,0,35.385,1,1.8,0,0,0,0.12,0,0.11,0,(null),0,2033.71,1,2336.15,1,229.4,1
NRSYON20190507,0,34.923,1,0.5,1,0,1,0.03,1,0,1,0.03,1,1967.45,1,2274.48,1,(null),9
NRSNSI20180817,20,35.631,1,0.1,1,0.2,1,0.1,1,0.06,1,0.04,1,(null),9,(null),9,(null),9
NRSNSI20191220,0,35.616,1,0.2,1,0,1,0.04,1,(null),0,0.01,1,2011.61,1,2333.64,1,(null),9
NRSNSI20200122,30,35.57,1,0.8,1,1.3,1,0.26,1,(null),0,0.13,1,2053.2,1,2335.86,1,(null),9
NRSNSI20200122,40,35.578,1,2.1,1,6.4,1,0.54,1,(null),0,0.55,1,(null),9,(null),9,(null),9
NRSMAI20200909,50,35.253,1,1.5,1,3.8,1,0.41,1,0.09,1,0.32,1,(null),9,(null),9,268.6,1
NRSROT20181211,20,35.825,1,1.7,1,0.2,1,0.08,1,0.05,1,0.05,1,2071.7,1,2358.25,1,236.9,1
NRSROT20190125,30,35.781,1,2.4,1,0.4,1,0.11,1,0.14,1,0.08,1,(null),9,(null),9,(null),9
NRSNSI20200720,0,35.569,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSMAI20200810,0,35.338,1,1.5,1,4.7,1,0.44,1,0,1,0.18,1,(null),9,(null),9,(null),9
NRSPHB20200520,50,(null),9,2.8,1,5.2,1,0.49,1,0.86,1,0.36,1,(null),9,(null),9,(null),9
NRSROT20190306,0,35.877,1,1.9,1,0.1,1,0.09,1,0.02,1,0.03,1,2067.46,1,2358.84,1,225.8,1
NRSNSI20190618,30,35.486,0,0.8,1,1.2,1,0.15,1,0.57,1,0.08,1,2027.1,1,2326.48,1,(null),9
NRSROT20190819,0,35.505,1,2.5,1,0.2,1,0.11,1,0.28,1,0.04,1,2047,9,2332.09,1,221.3,1
NRSKAI20190514,100,36.293,1,0.4,1,0.6,1,0.11,1,0.25,1,0.14,1,2123.88,1,2382.54,1,(null),9
NRSYON20190703,20,35.37,1,0.5,1,0,1,0.06,1,0.03,1,0.01,1,1996.24,1,2293.88,1,(null),9
NRSYON20191009,0,35.559,1,0.9,1,0.4,1,0.06,1,(null),0,0.02,1,2006.38,1,2318.29,1,(null),9
NRSMAI20191121,0,35.071,1,0.1,1,0.4,1,0.23,1,0.04,1,0.1,1,2067.93,1,2313.49,1,297.4,1
NRSPHB20090223,10,35.236,1,-0.1,1,0.1,1,0.11,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20090601,20,35.222,1,1.1,1,3.8,1,0.34,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20120229,50,35.544,1,5,1,7,1,0.27,1,0.06,1,(null),9,2090.42,1,2329.39,1,(null),9
NRSKAI20130220,40,36.152,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20100413,20,35.384,1,0.8,1,0,1,0.08,1,0,1,(null),9,2014.19,1,2318.65,1,(null),9
NRSKAI20081211,40,35.832,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSROT20120727,40,35.267,1,2.3,1,0.3,1,0.06,1,0.16,1,(null),9,2013.72,1,2311.21,1,(null),9
NRSESP20120612,30,35.577,1,0.1,1,0,1,0.13,1,(null),0,(null),9,(null),9,(null),9,1.5,1
NRSDAR20121208_16:30,10,34.512,1,6.4,1,0.1,1,0.27,1,0.29,1,(null),9,1997.51,1,2291.62,1,(null),9
NRSPHB20120917,10,35.454,1,1.5,1,3.9,1,0.37,1,0.58,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120917,30,35.453,1,1.8,1,4.7,1,0.44,1,0.67,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20101108,30,35.025,1,3.3,1,0.3,1,0.13,1,0.25,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20110706,10,34.632,1,2.8,1,0,1,0.08,1,0.02,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20110812,20,35.198,1,0.4,1,4,1,0.34,1,0,1,(null),9,(null),9,(null),9,267,1
NRSESP20120910,50,35.454,1,0,1,0.1,1,0.14,1,(null),0,(null),9,2046.31,1,2324.74,1,1.4,1
NRSMAI20100722,75,35.223,1,0.8,1,3.5,1,0.31,1,0.11,1,(null),9,2096.36,1,2318.96,1,(null),9
NRSKAI20100419,0,35.771,1,(null),9,(null),9,(null),9,(null),9,(null),9,2081.96,1,2370.94,1,(null),9
NRSKAI20110718,90,(null),9,0,1,0.6,1,0.18,1,6.23,4,(null),9,2099.62,1,2363.04,1,(null),9
NRSNSI20100618,57,35.561,1,0.6,1,0.4,1,0.05,1,0.3,1,(null),9,2022.48,1,2330.31,1,(null),9
NRSMAI20100120,75,35.302,1,0.3,1,0.4,1,0.15,1,0.14,1,(null),9,2068.43,1,2323.38,1,(null),9
NRSYON20111027,10,(null),9,0.1,1,0,1,0.06,1,0.07,1,(null),9,1997.72,1,2307.29,1,(null),9
NRSPHB20100218,10,35.446,1,0.4,1,0,1,0.09,1,0.25,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120311,75,35.407,1,5.5,1,8.8,1,0.67,1,0.07,1,(null),9,2110.69,1,2318.01,1,(null),9
NRSPHB20111018,0,35.546,1,0.6,1,0,1,0.08,1,0,1,(null),9,2031.07,1,2333.85,1,(null),9
NRSDAR20120115_03:35,20,33.657,1,5.6,1,0.4,1,0.49,1,0.27,1,(null),9,1966.16,1,2256.37,1,(null),9
NRSNSI20100121,0,35.44,1,0.4,1,0,1,0.05,1,0.03,1,(null),9,1993.87,1,2313.8,1,(null),9
NRSROT20111020,40,35.353,1,2.2,1,0.6,1,0.12,1,0.11,1,(null),9,2028.21,1,2314.9,1,(null),9
NRSNSI20120229,20,35.093,1,2.3,1,0,1,0.08,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120717,40,35.449,1,2.4,1,1.7,1,0.14,1,0.13,1,(null),9,2044.93,1,2326.59,1,(null),9
NRSNIN20120827,40,34.751,1,3,1,0.3,1,0.08,1,0.09,1,(null),9,1978.8,1,2283.56,1,(null),9
NRSROT20120523,50,35.264,1,2.4,1,0.3,1,0.05,1,0.22,1,(null),9,2013.83,1,2314.24,1,(null),9
NRSMAI20121002,40,35.08,1,0.9,1,3.8,1,0.41,1,0.27,1,(null),9,(null),9,(null),9,270.7,1
NRSNSI20121114,57,35.603,1,1.6,1,4.6,1,0.41,1,0.25,1,(null),9,2066.27,1,2329.76,1,(null),9
NRSPHB20121120,40,35.447,1,0.4,1,2.2,1,0.26,1,0.68,1,(null),9,2070.86,1,2329.05,1,(null),9
NRSMAI20091111,80,35.118,1,1.7,1,5,1,0.4,1,0.07,1,(null),9,2102.38,1,2313.42,1,266.4,1
NRSMAI20110223,75,35.169,1,0.9,1,2.1,1,0.28,1,0.07,1,(null),9,2071.42,1,2312.39,1,243.8,1
NRSNIN20101108,10,34.98,1,2.8,1,0,1,0.11,1,0.1,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20120116,40,35.848,1,0.1,1,0,1,0.04,1,0.19,1,(null),9,(null),9,(null),9,(null),9
NRSROT20100617,30,35.41,1,2.4,1,0.7,1,0.13,1,0.27,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120517,50,35.478,1,2.5,1,1.6,1,0.11,1,0.26,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20111005,40,35.302,1,1.4,1,3.9,1,0.52,1,0.3,1,(null),9,(null),9,(null),9,270.7,1
NRSNSI20111013,57,35.476,1,2.4,1,7.5,1,0.54,1,0.09,1,(null),9,2090.1,1,2326.28,1,(null),9
NRSPHB20091011,10,35.469,1,0.7,1,0.3,1,0.16,1,1.35,2,(null),9,(null),9,(null),9,(null),9
NRSPHB20090920,30,35.357,1,2.6,1,9.2,1,0.63,1,0.1,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20100215,90,35.184,1,1.9,1,7.8,1,0.66,1,1.57,2,(null),9,2121.81,1,2318.14,1,(null),9
NRSPHB20120517,40,35.477,1,2.3,1,1.2,1,0.1,1,0.28,1,(null),9,2026.99,1,2322.38,1,(null),9
NRSPHB20101213,75,35.271,1,5.2,1,12.4,1,0.86,1,0,1,(null),9,2123.05,1,2316.76,1,(null),9
NRSKAI20090205,50,(null),9,0.6,1,0.3,1,0.38,1,0.43,1,(null),9,2078.83,1,2350.19,1,(null),9
NRSMAI20090506,80,35.293,1,0.9,1,3,1,0.3,1,0.24,1,(null),9,2084.31,1,2321.56,1,260.4,1
NRSPHB20120517,60,35.486,1,2.5,1,2,1,0.12,1,0.2,1,(null),9,2035.59,1,2321.18,1,(null),9
NRSMAI20130214,0,35.166,1,0.6,1,0,1,0.2,1,0.23,1,(null),9,2056.01,1,2328.02,1,258.4,1
NRSROT20120329,50,35.396,1,2,1,0.2,1,0.03,1,0.24,1,(null),9,2019,1,2315.4,1,(null),9
NRSROT20110725,50,35.112,1,2,1,0.3,1,0.13,1,0.26,1,(null),9,2023.7,1,2300.99,1,(null),9
NRSMAI20131117,20,35.282,1,0.6,1,0,1,0.09,1,0.1,1,(null),9,(null),9,(null),9,274.2,1
NRSPHB20131020,100,35.297,1,4.5,1,10.3,1,0.81,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20130913,50,35.56,1,0.8,1,0.3,1,0.16,1,0,1,(null),9,2023.94,1,2327.8,1,(null),9
NRSMAI20140205,40,35.254,1,1,1,0.5,1,0.19,1,0.22,1,(null),9,(null),9,(null),9,248.2,1
NRSYON20120402,10,34.666,1,3.2,1,0,1,0.14,1,0.07,1,(null),9,1937.92,1,2260.72,1,(null),9
NRSYON20131114,20,35.568,1,1.6,1,0,1,0.04,1,0.08,1,(null),9,1993.77,1,2322.96,1,(null),9
NRSNSI20120511,57,35.479,1,1.7,1,4.6,1,0.37,1,0.19,1,(null),9,2058.43,1,2322.37,1,(null),9
NRSDAR20140117_19:50,22,34.113,1,6.4,1,1.4,1,0.63,1,0.12,1,(null),9,1990.67,1,2267.02,1,(null),9
NRSPHB20130422,40,35.331,1,0.5,1,0.7,1,0.19,1,0.12,1,(null),9,2019.18,1,2316.64,1,(null),9
NRSNSI20131016,0,35.596,1,1,1,0.4,1,0.1,1,0.15,1,(null),9,2038.12,1,2328.86,1,(null),9
NRSNSI20131016,20,35.645,1,1,1,0.6,1,0.16,1,7.97,4,(null),9,(null),9,(null),9,(null),9
NRSYON20140624,0,35.3,1,0.4,1,0.1,1,0.05,1,0.17,1,(null),9,1987.43,1,2309.89,1,(null),9
NRSNSI20141223,30,35.491,1,0.2,1,0,1,0.11,1,0.03,1,(null),9,2006.29,1,2324.41,1,(null),9
NRSNSI20141223,50,35.559,1,1.1,1,3.4,1,0.32,1,0.05,1,(null),9,2050.27,1,2330.47,1,(null),9
NRSNSI20140306,57,35.546,1,2.3,1,7,1,0.63,1,0.37,1,(null),9,2091.55,1,2331.77,1,(null),9
NRSMAI20141208,75,35.217,1,1.7,1,3.7,1,0.39,1,0.79,2,(null),9,2109.98,1,2320.14,1,245.7,1
NRSROT20141119,0,35.513,1,1.6,1,0,1,0.05,1,0.06,1,(null),9,2042.22,1,2333.62,1,(null),9
NRSROT20141119,46,35.507,1,1.6,1,0,1,0.06,1,0.08,1,(null),9,2043.14,1,2333.31,1,(null),9
NRSROT20140227,46,35.659,1,1.8,1,0.1,1,0.11,1,0.19,1,(null),9,2046.84,1,2337.72,1,(null),9
NRSYON20151111,0,35.839,1,2.1,1,0.1,1,0.05,1,0,1,(null),9,2010.12,1,2325.83,1,(null),9
NRSNSI20151119,20,35.46,1,0.9,1,0.2,1,0.11,1,0.22,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20151001,10,35.168,2,1.9,1,1.9,1,0.45,1,0.25,1,(null),9,2079.09,1,2317.18,1,289.9,2
NRSMAI20151001,40,35.167,2,1.1,1,2.3,1,0.35,1,0.63,1,(null),9,(null),9,(null),9,285.9,2
NRSPHB20150819,25,35.651,1,0.8,1,2,1,0.23,1,0.16,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20130209,40,34.99,1,2.6,1,0.1,1,0.05,1,0.13,1,(null),9,1969.79,1,2282.19,1,(null),9
NRSROT20160621,46,35.704,0,1.6,1,0.3,1,0.06,1,0.3,1,(null),9,2067.01,1,2341.82,1,(null),9
NRSMAI20160831,85,35.229,1,0.6,1,2.7,1,0.35,1,0.2,1,0.2,1,2098.3,1,2328.21,1,265.5,1
NRSMAI20160428,85,35.375,1,8.6,1,0.7,1,0.07,1,0.12,1,(null),0,2109.59,1,2321.27,1,203.8,1
NRSPHB20170821,20,35.682,1,1.3,1,2.1,1,0.26,1,0.3,1,0.11,1,2060.59,1,2341.53,1,(null),9
NRSYON20161207,20,36.045,0,1.8,0,0,0,0.05,0,0.02,0,(null),0,2006.16,1,2329.16,1,(null),9
NRSDAR20170715_0030,0,34.341,1,5,1,0.2,1,0.32,1,0.13,1,0.14,1,1985.34,1,2269.46,1,(null),9
NRSPHB20180326,10,35.659,1,0.3,1,0,1,0.03,1,0.01,1,0.01,1,(null),9,(null),9,(null),9
NRSPHB20161030,60,35.455,1,3,0,8.2,0,0.59,0,0.08,0,(null),0,2101.27,1,2326.82,1,(null),9
NRSNSI20170516,50,35.69,0,1.1,1,0.8,1,0.1,1,0.12,1,0.13,1,2029.09,1,2339,1,(null),9
NRSNSI20170627,50,35.564,1,1.7,1,4,1,0.32,1,0.35,1,0.17,1,2060.44,1,2329.8,1,(null),9
NRSMAI20170626,20,35.267,1,0.8,1,3.5,1,0.35,1,0.02,1,0.08,1,(null),9,(null),9,258.2,1
NRSNSI20170217,30,35.657,1,0.9,1,0,1,0.11,1,0.31,1,0.02,1,2022.32,1,2336.36,1,(null),9
NRSPHB20170205,75,35.488,1,3.4,0,8.6,0,0.65,0,0.04,0,(null),0,2109.48,1,2326.19,1,(null),9
NRSROT20180221,30,35.773,1,1.5,0,0.1,0,0.07,0,0.1,0,(null),0,(null),9,(null),9,(null),9
NRSROT20170407,10,35.751,1,1.4,1,0.1,1,0.09,1,0.08,1,(null),0,(null),9,(null),9,(null),9
NRSKAI20161118,75,35.917,1,0.8,1,0.4,1,0.17,1,0.24,1,0.12,1,2121.87,1,2363.89,1,(null),9
NRSROT20171214,30,35.675,1,1.4,0,0,0,0.09,0,0.05,0,(null),0,(null),9,(null),9,226,1
NRSPHB20170517,0,35.813,0,0.8,1,0.4,1,0.1,1,0.08,1,0.05,1,2038.43,1,2346.25,1,(null),9
NRSPHB20180221,30,35.591,1,1.6,1,0.2,1,0.27,1,0.33,1,0.03,1,(null),9,(null),9,(null),9
NRSDAR20171009,17,34.913,1,5.5,1,0.2,1,0.33,1,0.13,1,0.16,1,2020.18,1,2308.69,1,(null),9
NRSPHB20171211,50,35.548,1,1.5,1,3.6,1,0.39,1,0.71,1,0.26,1,(null),9,(null),9,(null),9
NRSROT20170303,10,35.735,1,2.1,1,0,1,0.1,1,0.09,1,(null),0,(null),9,(null),9,(null),9
NRSMAI20180711,20,35.292,1,0.9,1,3.6,1,0.37,1,0.11,1,0.09,1,(null),9,(null),9,260.1,1
NRSPHB20180724,75,35.651,1,1.2,1,3.5,1,0.29,1,0.02,1,0.11,1,2078.22,1,2336.57,1,(null),9
NRSDAR20180731_0630,0,34.184,1,6.2,1,0.2,1,0.36,1,0.07,1,0.22,1,1994,1,2281.6,1,(null),9
NRSROT20180719,10,35.325,1,2.1,0,0,0,0.12,0,0.06,0,(null),0,(null),9,(null),9,225.9,1
NRSNSI20180913,50,35.533,1,1.9,1,4.2,1,0.38,1,0.44,1,0.38,1,2074.71,1,2335.52,1,(null),9
NRSMAI20180627,10,35.323,1,0.7,1,2.7,1,0.3,1,0.02,1,0.13,1,2101.15,1,2328.79,1,257.5,1
NRSPHB20200224,25,35.521,1,2.2,1,5.7,1,0.51,1,0.41,1,0.84,1,(null),9,(null),9,(null),9
NRSYON20200116,26,35.34,1,0.8,1,0,1,0.02,1,0.03,1,0.01,1,1980.6,1,2311.29,1,(null),9
NRSYON20190917,10,35.59,1,1,1,0,1,0.08,1,0,1,0.01,1,2011.61,1,2323.68,1,(null),9
NRSMAI20200223,0,35.576,1,0.2,1,0,1,0.1,1,0.01,1,0,1,2067.02,1,2336.15,1,(null),9
NRSROT20190527,46,35.722,1,2.5,1,0.5,1,0.12,1,0.29,1,0.07,1,2062.42,1,2345.41,1,218.9,1
NRSMAI20200628,30,35.223,1,1.3,1,3.5,1,0.38,1,(null),0,0.12,1,(null),9,(null),9,262.1,1
NRSPHB20190522,50,35.506,1,2.2,1,5.4,1,0.45,1,0.04,1,0.35,1,(null),9,(null),9,(null),9
NRSROT20200605,10,35.651,1,2.4,1,0.6,1,0.07,1,0.04,1,0.23,1,(null),9,(null),9,(null),9
NRSROT20180921,46,35.606,1,1.9,1,0.9,1,0.13,1,0.25,1,0.11,1,2072.82,1,2346.77,1,229,1
NRSMAI20190828,0,35.171,1,1.3,1,4.3,1,0.35,1,0.05,1,0.14,1,2108.4,1,2318.11,1,269,1
NRSROT20200825,20,35.579,1,2,1,0,1,0.05,1,0.02,1,0.02,1,(null),9,(null),9,(null),9
NRSNSI20200228,40,35.739,1,3.8,1,5.5,1,0.49,1,(null),0,1.14,1,(null),9,(null),9,(null),9
NRSNSI20190527,57,35.637,1,1.9,1,5.7,1,0.46,1,1.44,1,0.17,1,2083.78,1,2336.79,1,(null),9
NRSDAR20200511,0,34.811,1,6,1,0.5,1,0.22,1,0.11,1,0.24,1,(null),9,(null),9,(null),9
NRSDAR20200511,10,34.809,1,5.6,1,0.4,1,0.3,1,0.12,1,0.33,1,(null),9,(null),9,(null),9
NRSPHB20181120,30,35.361,1,3.3,1,10,1,0.78,1,0.87,1,0.64,1,(null),9,(null),9,(null),9
NRSPHB20181120,60,35.393,1,3.3,1,9.5,1,0.7,1,0.36,1,0.33,1,(null),9,(null),9,(null),9
NRSPHB20190626,30,35.536,1,0.9,1,1.5,1,0.22,1,0.94,1,0.23,1,(null),9,(null),9,(null),9
NRSPHB20190729,0,35.584,1,0.3,1,0.1,1,0.1,1,0.09,1,0.03,1,2031.45,1,2332.18,1,(null),9
NRSPHB20190729,10,35.582,1,0.3,1,0.1,1,0.11,1,0.05,1,0.03,1,(null),9,(null),9,(null),9
NRSROT20191011,46,35.658,1,1.7,1,0.1,1,0.14,1,0.04,1,0.01,1,2055.64,1,2341.46,1,(null),9
NRSPHB20110829,75,35.461,1,2.6,1,6.3,1,0.51,1,0.07,1,(null),9,2084.27,1,2325.68,1,(null),9
NRSPHB20130227,30,35.387,1,4.1,1,8.3,1,0.75,1,0.26,1,(null),9,(null),9,(null),9,(null),9
NRSYON20120918,10,35.309,1,1.1,1,0,1,0.15,1,0.08,1,(null),9,1985.49,1,2300.92,1,(null),9
NRSMAI20091111,20,35.17,1,0.5,1,0,1,0.1,1,0.06,1,(null),9,(null),9,(null),9,255.1,1
NRSPHB20120212,40,35.292,1,6.5,1,8.9,1,0.71,1,0.98,2,(null),9,2119.99,1,2314.72,1,(null),9
NRSNSI20100411,50,35.548,1,2.2,1,6.9,1,0.55,1,0,1,(null),9,2090.74,1,2332,1,(null),9
NRSYON20120112,10,35.114,1,0.4,1,0,1,0.04,1,0.11,1,(null),9,1970.81,1,2297.41,1,(null),9
NRSKAI20101213,75,36.14,1,0.1,1,0.1,1,0.1,1,0.09,1,(null),9,2154.58,4,2365.39,1,(null),9
NRSMAI20100330,84,35.283,1,2.7,1,7.5,1,0.59,1,0.01,1,(null),9,2103.63,1,2325.28,1,216.6,1
NRSROT20110324,46,35.486,1,2.5,1,1,1,0.12,1,0.18,1,(null),9,2032.71,1,2326.6,1,(null),9
NRSKAI20120415,90,(null),9,0.9,1,1.8,1,0.18,1,0.37,1,(null),9,(null),9,(null),9,(null),9
NRSESP20090623,30,35.633,1,0.2,1,0.1,1,0.08,1,(null),0,(null),9,(null),9,(null),9,1.8,1
NRSMAI20090820,40,35.251,1,1.1,1,3.6,1,0.38,1,0.05,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120717,10,35.445,1,2.4,1,1.5,1,0.14,1,0.17,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20120717,25,35.446,1,2.4,1,1.5,1,0.12,1,0.13,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20120412,40,35.41,1,0.6,1,1.7,1,0.24,1,0.07,1,(null),9,(null),9,(null),9,239.2,2
NRSROT20111221,10,35.275,1,1.9,1,0,1,0.04,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSROT20110527,10,35.191,1,2.1,1,0.1,1,0.07,1,0.13,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20091207,75,35.154,1,1.7,1,5.4,1,0.43,1,0.05,1,(null),9,2106.06,1,2316.65,1,(null),9
NRSNSI20110606,30,35.353,1,0.8,1,0.1,1,0.05,1,0.02,1,(null),9,1991.43,1,2315.79,1,(null),9
NRSPHB20100413,60,35.444,1,2.2,1,5.5,1,0.46,1,0,1,(null),9,2073.45,1,2324.6,1,(null),9
NRSPHB20130422,10,35.316,1,0.5,1,0.8,1,0.18,1,0.42,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20081019,10,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,2088.63,1,2347.3,1,(null),9
NRSKAI20111026,50,35.897,1,0.7,1,0.7,1,0.73,1,0.09,1,(null),9,2095.69,1,2354.9,1,(null),9
NRSESP20130314,10,35.752,1,0,1,0,1,0.07,1,(null),0,(null),9,(null),9,(null),9,0.6,1
NRSROT20101124,0,35.603,1,1.8,1,0,1,0.08,1,0.03,1,(null),9,2026.11,1,2334.9,1,(null),9
NRSMAI20130129,82,35.172,1,1.3,1,2.4,1,0.42,1,1.49,4,(null),9,2090.08,1,2319.66,1,(null),9
NRSMAI20140205,60,35.224,1,1,1,1.1,1,0.25,1,0.28,1,(null),9,(null),9,(null),9,244,1
NRSYON20131114,0,35.545,1,1.7,1,0,1,0.06,1,0.07,1,(null),9,1993.43,1,2325.62,1,(null),9
NRSROT20120928,50,35.398,1,1.7,1,0.1,1,0.07,1,0.08,1,(null),9,2036.43,1,2318.84,1,(null),9
NRSDAR20140118_00:30,21,(null),9,7,1,1.6,1,0.83,1,0.12,1,(null),9,1991.82,1,2260.53,1,(null),9
NRSYON20140317,20,35.562,1,1,1,0.1,1,0.03,1,0.3,1,(null),9,1983.47,1,2313.64,1,(null),9
NRSYON20140317,26,35.561,1,1,1,0.2,1,0.04,1,0.26,1,(null),9,1983.35,1,2312.79,1,(null),9
NRSNIN20120509,20,34.626,1,3.7,1,0.2,1,0.06,1,0.09,1,(null),9,1954.8,1,2266.66,1,(null),9
NRSMAI20140408,20,35.481,1,0.6,1,0.4,1,0.13,1,0.06,1,(null),9,(null),9,(null),9,242.9,1
NRSKAI20140313,20,35.627,1,0,1,0.1,1,0.08,1,0.18,1,(null),9,(null),9,(null),9,(null),9
